ticker,company name,short name,industry,exchange,market cap,sector
BCO,Brinks Company (The),Brinks Company (The),Consulting & Outsourcing,New York Stock Exchange,3748138718,Industrials
BCRH,Blue Capital Reinsurance Holdings Ltd.,Blue Capital Reinsurance,Insurance - Specialty,New York Stock Exchange,61896185,Financial Services
BCS,Barclays PLC,Barclays PLC,Banks,New York Stock Exchange,35596835814,Financial Services
BCSF,Bain Capital Specialty Finance Inc.,Bain Capital Specialty Finance,Asset Management,New York Stock Exchange,994120065,Financial Services
BCX,BlackRock Resources of Beneficial Interest,BlackRock Resources of Beneficial Interest,Asset Management,New York Stock Exchange,789207848,Financial Services
BDC,Belden Inc,Belden,Computer Hardware,New York Stock Exchange,2199466115,Technology
BDJ,Blackrock Enhanced Equity Dividend Trust,Blackrock Enhanced Equity Dividend Trust,Asset Management,New York Stock Exchange,1597861291,Financial Services
BDN,Brandywine Realty Trust,Brandywine Realty Trust,REITs,New York Stock Exchange,2746908019,Real Estate
BDX,Becton Dickinson and Company,Becton Dickinson and Company,Medical Instruments & Equipment,New York Stock Exchange,66597799326,Healthcare
BE,Bloom Energy Corporation Class A,Bloom Energy,Utilities - Independent Power Producers,New York Stock Exchange,1177321142,Utilities
BEDU,Bright Scholar Education Holdings Limited American Depositary Shares each representing one Class A,Bright Scholar Education Limited American Depositary Shares each representing one,Education,New York Stock Exchange,1319787149,Consumer Defensive
BEL,Belmond Ltd. Class A,Belmond,Travel & Leisure,New York Stock Exchange,2555298547,Consumer Cyclical
BEN,Franklin Resources Inc.,Franklin Resources,Asset Management,New York Stock Exchange,15336264425,Financial Services
BEP,Brookfield Renewable Partners L.P.,Brookfield Renewable Partners,Utilities - Independent Power Producers,New York Stock Exchange,5173297432,Utilities
BERY,Berry Global Group Inc.,Berry Global,Packaging & Containers,New York Stock Exchange,6438088383,Consumer Cyclical
BF.A,Brown Forman Inc Class A,Brown Forman,Beverages - Alcoholic,New York Stock Exchange,22787714441,Consumer Defensive
BF.B,Brown Forman Inc Class B,Brown Forman B,Beverages - Alcoholic,New York Stock Exchange,5006564413,Consumer Defensive
BFAM,Bright Horizons Family Solutions Inc.,Bright Horizons Family Solutions,Personal Services,New York Stock Exchange,6742425262,Consumer Cyclical
BFK,BlackRock Municipal Income Trust,BlackRock Municipal Income Trust,Asset Management,New York Stock Exchange,570513116,Financial Services
BFO,Blackrock Florida Municipal 2020 Term Trust,Blackrock Florida Municipal 2020 Term Trust,Asset Management,New York Stock Exchange,78982218,Financial Services
BFR,BBVA Banco Frances S.A.,BBVA Banco Frances S.A.,Banks,New York Stock Exchange,2830487523,Financial Services
BFS,Saul Centers Inc.,Saul Centers,REITs,New York Stock Exchange,1242774000,Real Estate
BFY,BlackRock New York Municipal Income Trust II,BlackRock New York Municipal Income Trust II,Asset Management,New York Stock Exchange,64413346,Financial Services
BFZ,BlackRock California Municipal Income Trust,BlackRock California Municipal Income Trust,Asset Management,New York Stock Exchange,399105091,Financial Services
BG,Bunge Limited,Bunge Limited,Consumer Packaged Goods,New York Stock Exchange,7634275576,Consumer Defensive
BGB,Blackstone / GSO Strategic Credit Fund,Blackstone / GSO Strategic Credit Fund,Asset Management,New York Stock Exchange,638700663,Financial Services
BGG,Briggs & Stratton Corporation,Briggs & Stratton,Industrial Products,New York Stock Exchange,545966211,Industrials
BGH,Barings Global Short Duration High Yield Fund of Beneficial Interests,Barings Global Short Duration High Yield Fund of Beneficial Interests,Asset Management,New York Stock Exchange,349407730,Financial Services
BGIO,BlackRock 2022 Global Income Opportunity Trust of Beneficial Interest,BlackRock 2022 Global Income Opportunity Trust of Beneficial Interest,Asset Management,New York Stock Exchange,194070269,Financial Services
BGR,BlackRock Energy and Resources Trust,BlackRock Energy and Resources Trust,Asset Management,New York Stock Exchange,356710899,Financial Services
BGS,B&G Foods Inc.,B&G Foods,Consumer Packaged Goods,New York Stock Exchange,1684585825,Consumer Defensive
BGT,BlackRock Floating Rate Income Trust,BlackRock Floating Rate Income Trust,Asset Management,New York Stock Exchange,289684349,Financial Services
BGX,Blackstone GSO Long Short Credit Income Fund,Blackstone GSO Long Short Credit Income Fund,Asset Management,New York Stock Exchange,190024314,Financial Services
BGY,Blackrock Enhanced International Dividend Trust,Blackrock Enhanced International Dividend Trust,Asset Management,New York Stock Exchange,588864692,Financial Services
BH,Biglari Holdings Inc. Class B,Biglari B,Restaurants,New York Stock Exchange,270644656,Consumer Cyclical
BH.A,Biglari Holdings Inc. Class A,Biglari,Restaurants,New York Stock Exchange,1344848990,Consumer Cyclical
BHC,Bausch Health Companies Inc.,Bausch Health Companies,Drug Manufacturers,New York Stock Exchange,8813882776,Healthcare
BHE,Benchmark Electronics Inc.,Benchmark Electronics,Computer Hardware,New York Stock Exchange,1131224013,Technology
BHGE,Baker Hughes a GE company Class A,Baker Hughes GE company,Oil & Gas - Services,New York Stock Exchange,27036318851,Energy
BHK,Blackrock Core Bond Trust,Blackrock Core Bond Trust,Asset Management,New York Stock Exchange,694145072,Financial Services
BHLB,Berkshire Hills Bancorp Inc.,Berkshire Hills Bancorp,Banks,New York Stock Exchange,1278488550,Financial Services
BHP,BHP Group Limited American Depositary Shares (Each representing two),BHP Limited American Depositary Shares (Each representing two),Metals & Mining,New York Stock Exchange,1.29277E+11,Basic Materials
BHR,Braemar Hotels & Resorts Inc.,Braemar Hotels & Resorts,REITs,New York Stock Exchange,362509123,Real Estate
BHV,BlackRock Virginia Municipal Bond Trust,BlackRock Virginia Municipal Bond Trust,Asset Management,New York Stock Exchange,24457401,Financial Services
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Biohaven Pharmaceutical Holding Company,Biotechnology,New York Stock Exchange,1878687620,Healthcare
BID,Sotheby's,Sotheby's,Retail - Apparel & Specialty,New York Stock Exchange,1891415479,Consumer Cyclical
BIF,Boulder Growth & Income Fund Inc.,Boulder Growth & Income Fund,Asset Management,New York Stock Exchange,1146061271,Financial Services
BIG,Big Lots Inc.,Big Lots,Retail - Defensive,New York Stock Exchange,1282355564,Consumer Defensive
BIO,Bio-Rad Laboratories Inc. Class A,Bio-Rad Laboratories,Medical Diagnostics & Research,New York Stock Exchange,7511524543,Healthcare
BIO.B,Bio-Rad Laboratories Inc. Class B,Bio-Rad Laboratories B,Medical Diagnostics & Research,New York Stock Exchange,1273505949,Healthcare
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,Brookfield Infrastructure Partners Limited Partnership Units,Utilities - Regulated,New York Stock Exchange,10680667244,Utilities
BIT,BlackRock Multi-Sector Income Trust of Beneficial Interest,BlackRock Multi-Sector Income Trust of Beneficial Interest,Asset Management,New York Stock Exchange,623753920,Financial Services
BITA,Bitauto Holdings Limited American Depositary Shares (each representing one),Bitauto Limited American Depositary Shares (each representing one),Online Media,New York Stock Exchange,1429340332,Technology
BJ,BJ's Wholesale Club Holdings Inc.,BJ's Wholesale Club,Retail - Apparel & Specialty,New York Stock Exchange,3652217777,Consumer Cyclical
BK,Bank of New York Mellon Corporation (The),Bank of New York Mellon (The),Asset Management,New York Stock Exchange,50307113880,Financial Services
BKD,Brookdale Senior Living Inc.,Brookdale Senior Living,Health Care Providers,New York Stock Exchange,1556389296,Healthcare
BKE,Buckle Inc. (The),Buckle (The),Retail - Apparel & Specialty,New York Stock Exchange,857814563,Consumer Cyclical
BKH,Black Hills Corporation,Black Hills,Utilities - Regulated,New York Stock Exchange,4014701063,Utilities
BKI,Black Knight Inc.,Black Knight,Application Software,New York Stock Exchange,7478945628,Technology
BKK,Blackrock Municipal 2020 Term Trust,Blackrock Municipal 2020 Term Trust,Asset Management,New York Stock Exchange,301930490,Financial Services
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),BlackRock Investment Quality Municipal Trust (The),Asset Management,New York Stock Exchange,237680430,Financial Services
BKS,Barnes & Noble Inc.,Barnes & Noble,Retail - Apparel & Specialty,New York Stock Exchange,427894381,Consumer Cyclical
BKT,BlackRock Income Trust Inc. (The),BlackRock Income Trust (The),Asset Management,New York Stock Exchange,371299192,Financial Services
BKU,BankUnited Inc.,BankUnited,Banks,New York Stock Exchange,3434257195,Financial Services
BLD,TopBuild Corp.,TopBuild,Building Materials,New York Stock Exchange,1861018312,Basic Materials
BLE,BlackRock Municipal Income Trust II,BlackRock Municipal Income Trust II,Asset Management,New York Stock Exchange,326359172,Financial Services
BLK,BlackRock Inc.,BlackRock,Asset Management,New York Stock Exchange,66258251043,Financial Services
BLL,Ball Corporation,Ball,Packaging & Containers,New York Stock Exchange,17631158940,Consumer Cyclical
BLW,Blackrock Limited Duration Income Trust,Blackrock Limited Duration Income Trust,Asset Management,New York Stock Exchange,531597298,Financial Services
BLX,Banco Latinoamericano de Comercio Exterior S.A.,Banco Latinoamericano de Comercio Exterior S.A.,Banks,New York Stock Exchange,751627855,Financial Services
BMA,Banco Macro S.A. ADR (representing Ten Class B),Banco Macro S.A. (representing Ten B),Banks,New York Stock Exchange,3999227555,Financial Services
BME,Blackrock Health Sciences Trust,Blackrock Health Sciences Trust,Asset Management,New York Stock Exchange,383847973,Financial Services
BMI,Badger Meter Inc.,Badger Meter,Computer Hardware,New York Stock Exchange,1570063119,Technology
BMO,Bank Of Montreal,Bank Of Montreal,Banks,New York Stock Exchange,47080830251,Financial Services
BMS,Bemis Company Inc.,Bemis Company,Packaging & Containers,New York Stock Exchange,4496310000,Consumer Cyclical
BMY,Bristol-Myers Squibb Company,Bristol-Myers Squibb Company,Drug Manufacturers,New York Stock Exchange,83010825774,Healthcare
BNED,Barnes & Noble Education Inc,Barnes & Noble Education,Retail - Apparel & Specialty,New York Stock Exchange,272998200,Consumer Cyclical
BNS,Bank Nova Scotia Halifax Pfd 3,Bank Nova Scotia Halifax Pfd 3,Banks,New York Stock Exchange,69367747686,Financial Services
BNY,BlackRock New York Municipal Income Trust,BlackRock New York Municipal Income Trust,Asset Management,New York Stock Exchange,164118847,Financial Services
BOE,Blackrock Enhanced Global Dividend Trust of Beneficial Interest,Blackrock Enhanced Global Dividend Trust of Beneficial Interest,Asset Management,New York Stock Exchange,708413253,Financial Services
BOH,Bank of Hawaii Corporation,Bank of Hawaii,Banks,New York Stock Exchange,3284716927,Financial Services
BOOT,Boot Barn Holdings Inc.,Boot Barn,Retail - Apparel & Specialty,New York Stock Exchange,660654877,Consumer Cyclical
BORN,China New Borun Corporation American Depositary Shares,China New Borun American Depositary Shares,Beverages - Alcoholic,New York Stock Exchange,21871395,Consumer Defensive
BOX,Box Inc. Class A,Box,Application Software,New York Stock Exchange,3093247899,Technology
BP,BP p.l.c.,BP p.l.c.,Oil & Gas - Integrated,New York Stock Exchange,1.39769E+11,Energy
BPI,Bridgepoint Education Inc.,Bridgepoint Education,Education,New York Stock Exchange,225552471,Consumer Defensive
BPL,Buckeye Partners L.P.,Buckeye Partners,Oil & Gas - Midstream,New York Stock Exchange,4729779890,Energy
BPMP,BP Midstream Partners LP representing Limited Partner Interests,BP Midstream Partners representing Limited Partner Interests,Oil & Gas - Midstream,New York Stock Exchange,1691729780,Energy
BPT,BP Prudhoe Bay Royalty Trust,BP Prudhoe Bay Royalty Trust,Oil & Gas - Refining & Marketing,New York Stock Exchange,500546000,Energy
BQH,Blackrock New York Municipal Bond Trust of Beneficial Interest,Blackrock New York Municipal Bond Trust of Beneficial Interest,Asset Management,New York Stock Exchange,37241397,Financial Services
BR,Broadridge Financial Solutions Inc.Common Stock,Broadridge Financial Solutions Inc.Common Stock,Business Services,New York Stock Exchange,12074338054,Industrials
BRC,Brady Corporation,Brady,Consulting & Outsourcing,New York Stock Exchange,2336216784,Industrials
BRFS,BRF S.A.,BRF S.A.,Consumer Packaged Goods,New York Stock Exchange,5282318303,Consumer Defensive
BRK.A,Berkshire Hathaway Inc.,Berkshire Hathaway,Insurance,New York Stock Exchange,2.28743E+11,Financial Services
BRK.B,Berkshire Hathaway Inc.,Berkshire Hathaway,Insurance,New York Stock Exchange,2.8417E+11,Financial Services
BRO,Brown & Brown Inc.,Brown & Brown,Brokers & Exchanges,New York Stock Exchange,7794774040,Financial Services
BRS,Bristow Group Inc.,Bristow,Oil & Gas - Services,New York Stock Exchange,112406301,Energy
BRSS,Global Brass and Copper Holdings Inc.,Global Brass and Copper,Industrial Products,New York Stock Exchange,686626978,Industrials
BRT,BRT Apartments Corp. (MD),BRT Apartments (MD),REITs,New York Stock Exchange,202065877,Real Estate
BRX,Brixmor Property Group Inc.,Brixmor Property,REITs,New York Stock Exchange,5252614873,Real Estate
BSAC,Banco Santander - Chile ADS,Banco Santander Chile ADS,Banks,New York Stock Exchange,15344225842,Financial Services
BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit,Banco Santander Brasil SA American Depositary Shares each representing one unit,Banks,New York Stock Exchange,1.02365E+11,Financial Services
BSD,BlackRock Strategic Municipal Trust Inc. (The),BlackRock Strategic Municipal Trust (The),Asset Management,New York Stock Exchange,92352984,Financial Services
BSE,Blackrock New York Municipal Income Quality Trust of Beneficial Interest,Blackrock New York Municipal Income Quality Trust of Beneficial Interest,Asset Management,New York Stock Exchange,81495750,Financial Services
BSIG,BrightSphere Investment Group plc,BrightSphere Investment plc,Asset Management,New York Stock Exchange,1329212975,Financial Services
BSL,Blackstone GSO Senior Floating Rate Term Fund of Beneficial Interest,Blackstone GSO Senior Floating Rate Term Fund of Beneficial Interest,Asset Management,New York Stock Exchange,252408982,Financial Services
BSM,Black Stone Minerals L.P. representing limited partner interests,Black Stone Minerals representing limited partner interests,Oil & Gas - E&P,New York Stock Exchange,3590039714,Energy
BSMX,Banco Santander Mexico S.A. Institucion de Banca Multiple Grupo Financiero Santander Mexico,Banco Santander Mexico S.A. Institucion de Banca Multiple Grupo Financiero Santander Mexico,Banks,New York Stock Exchange,9936159736,Financial Services
BST,BlackRock Science and Technology Trust of Beneficial Interest,BlackRock Science and Technology Trust of Beneficial Interest,Asset Management,New York Stock Exchange,710353507,Financial Services
